FID,bh_id_sadc,bh_id,bh_type,country,longitude,latitude,geod_datum,elev_m_dem,elevation,bh_depth,compl_date,swl_m,swl_date,yield_l_s,yieldtype,ec_ms_m,tds_mg_l,f_mg_l,no3_mg_l,lith,reliabilit,bh_status,hgm_litho,hgm_aqtype,hgm_produc,dataowner,contact_person,email,file_name,province,wgs84
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_e43,665586,2526AA00391,unknown,South Africa,26.14132,-25.07146,WGS84,1076,1080,120.0,1991-10-02,17.0,1991-10-02,0.44,unknown,-9999.0,-9999.0,-9999.0,-9999.0,DIBS,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.14132 -25.07146
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_e8c,665999,2526AC00172,unknown,South Africa,26.11637,-25.31727,WGS84,1181,1180,63.4,1972-01-05,26.5,1972-01-05,0.42,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,NORT,SHLE,SNDS,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.11637 -25.31727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_eca,665610,2526AA00416,unknown,South Africa,26.10713,-25.01118,WGS84,1080,1080,150.0,1994-10-13,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DLRT,LAVA",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.10713 -25.01118
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f11,665514,2526AA00318,unknown,South Africa,26.04963,-25.18397,WGS84,1102,1100,50.3,1940-01-23,33.5,1940-01-23,0.25,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SDCL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.04963 -25.18397
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f16,642206,2425DD00087,unknown,South Africa,25.9113,-24.82758,WGS84,1063,1080,-9999.0,1900-01-01,17.8,1992-09-03,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,Dolomite and limestone,Karst,"Karst aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.9113 -24.82758
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f1d,642187,2425DD00064,unknown,South Africa,25.9663,-24.90065,WGS84,1086,1120,56.1,1940-02-20,33.5,1940-02-20,0.88,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,GRVL,SHLE,SOIL,TUFF",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.9663 -24.90065
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f30,643090,2426CC00057,unknown,South Africa,26.11633,-24.8673,WGS84,1138,1140,36.6,1919-05-10,24.4,1919-05-10,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,DIBS,GRVL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.11633 -24.8673
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f33,663561,2525BB00135,unknown,South Africa,25.96631,-25.20061,WGS84,1140,1140,110.6,1964-02-25,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,DIBS",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.20061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f3d,665963,2526AC00136,unknown,South Africa,26.15521,-25.33673,WGS84,1196,1180,115.2,1970-01-28,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,GRNT,NORT,QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.15521 -25.33673
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f4b,642168,2425DD00045,unknown,South Africa,25.85407,-24.88091,WGS84,1051,1040,100.0,1980-10-12,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,Dolomite and limestone,Karst,"Karst aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.85407 -24.88091
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f61,663476,2525BB00050,unknown,South Africa,25.80212,-25.22172,WGS84,1121,1120,90.0,1998-02-24,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"SAND,SLSN",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.80212 -25.22172
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f74,642131,2425DD00005,unknown,South Africa,25.87935,-24.98091,WGS84,1061,1070,72.0,1995-02-13,22.9,1995-02-13,0.5,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLCR,DIBS,NORT",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.87935 -24.98091
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_f8f,663836,2525BD00091,unknown,South Africa,25.79962,-25.3006,WGS84,1246,1260,45.1,1964-02-13,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,SHLE,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.79962 -25.3006
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_fb2,665927,2526AC00100,unknown,South Africa,26.03296,-25.31727,WGS84,1367,1360,52.7,1946-01-29,32.6,1946-01-29,3.78,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,GRCL,GRVL,QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.03296 -25.31727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_fcf,663866,2525BD00121,unknown,South Africa,25.88295,-25.29282,WGS84,1283,1280,60.4,1962-08-24,25.9,1962-08-24,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SDCL,SHLE",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.88295 -25.29282
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_fff,665960,2526AC00133,unknown,South Africa,26.15519,-25.33672,WGS84,1196,1180,80.8,1962-03-13,43.3,1962-03-13,1.1,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SHLE,SLSN,SNDS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.15519 -25.33672
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_101f,643183,2426CC00150,unknown,South Africa,26.09969,-24.98285,WGS84,1109,1100,28.7,1952-05-15,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09969 -24.98285
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1036,643369,2426CC00336,unknown,South Africa,26.0788,-24.78842,WGS84,1145,1140,64.4,1900-01-01,47.2,1995-08-04,5.2,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0788 -24.78842
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1046,643344,2426CC00311,unknown,South Africa,26.07186,-24.96591,WGS84,1062,1060,60.0,1991-09-12,15.0,1991-09-12,3.33,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.07186 -24.96591
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1083,663632,2525BB00209,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,50.0,1960-11-03,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLCL,NORT,VNQZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1099,663462,2525BB00036,unknown,South Africa,25.91631,-25.15061,WGS84,1115,1100,45.7,1958-01-23,9.1,1958-01-23,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SNDS",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_10a9,665914,2526AC00087,unknown,South Africa,26.01635,-25.25895,WGS84,1105,1100,86.3,1959-06-06,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,DIBS,NORT,SNDS,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.01635 -25.25895
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_10b2,663486,2525BB00060,unknown,South Africa,25.91631,-25.15061,WGS84,1115,1100,55.8,1962-09-28,30.5,1962-09-28,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLCL,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_10bf,663655,2525BB00232,unknown,South Africa,25.79962,-25.15061,WGS84,1120,1120,65.5,1964-05-15,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DLMT,GRVL,SHLE,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.79962 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_10e8,663617,2525BB00194,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,51.8,1953-08-07,41.2,1953-08-07,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_10f5,643314,2426CC00281,unknown,South Africa,26.0163,-24.76738,WGS84,1096,1100,53.3,1964-06-30,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CHLK,LAVA",unknown,unknown,"Volcanic rocks, extrusive",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0163 -24.76738
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1101,643275,2426CC00242,unknown,South Africa,26.1163,-24.93401,WGS84,1051,1040,48.8,1955-03-16,33.5,1955-03-16,0.25,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,GRVL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.1163 -24.93401
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_111e,643211,2426CC00178,unknown,South Africa,26.09981,-24.98396,WGS84,1094,1100,121.9,1962-10-09,-9999.0,,0.01,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"HNFL,NORT,QRTZ,SNDS,TUFF",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09981 -24.98396
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1122,643230,2426CC00197,unknown,South Africa,26.09188,-24.78729,WGS84,1170,1140,60.6,1900-01-01,39.6,1992-09-01,10.3,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,Dolomite and limestone,Karst,"Karst aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09188 -24.78729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1146,663720,2525BC00048,unknown,South Africa,25.71907,-25.27617,WGS84,1242,1240,-9999.0,1939-07-04,7.3,1939-07-04,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLGM,DLMT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.71907 -25.27617
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_115e,665929,2526AC00102,unknown,South Africa,26.03297,-25.31727,WGS84,1367,1360,47.9,1946-04-24,26.2,1946-04-24,1.13,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,DIBS,QRTZ,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.03297 -25.31727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1179,663756,2525BD00009,unknown,South Africa,25.91631,-25.27617,WGS84,1157,1140,50.3,1964-05-16,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"LAVA,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.27617
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_11a2,642218,2425DD00100,unknown,South Africa,25.88491,-24.86896,WGS84,1027,1030,120.0,1985-02-15,10.2,1985-02-15,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,Dolomite and limestone,Karst,"Karst aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.88491 -24.86896
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_11b5,665319,2526AA00119,unknown,South Africa,26.09135,-25.15061,WGS84,1098,1100,50.3,1951-02-25,35.1,1951-02-25,0.85,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09135 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_11d5,665925,2526AC00098,unknown,South Africa,26.02408,-25.31866,WGS84,1254,1250,56.1,1948-07-02,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,GRVL,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.02408 -25.31866
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_11fd,663621,2525BB00198,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,65.8,1957-10-15,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,NORT,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1201,642144,2425DD00018,unknown,South Africa,25.91481,-24.9838,WGS84,1073,1070,126.0,1998-06-16,-9999.0,,37.7,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GBBR,QRTZ,SHLE,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91481 -24.9838
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1222,665309,2526AA00109,unknown,South Africa,26.0913,-25.15061,WGS84,1098,1100,70.7,1939-03-09,32.3,1939-03-09,0.04,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,DIBS,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0913 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1224,611569,175534,unknown,South Africa,26.1425,-25.325,WGS84,1163,-9999,-9999.0,,-9999.0,1995-08-16,-9999.0,Blow,56.2,-9999.0,0.3,56.8,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.1425 -25.325
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_122e,663547,2525BB00121,unknown,South Africa,25.96631,-25.20061,WGS84,1140,1140,35.1,1953-06-19,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.20061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1246,643226,2426CC00193,unknown,South Africa,26.09963,-24.98421,WGS84,1094,1100,76.2,1968-03-11,41.2,1968-03-11,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CHRT,NORT,QRTZ,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -24.98421
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1259,663560,2525BB00134,unknown,South Africa,25.96631,-25.20061,WGS84,1140,1140,108.2,1964-01-27,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.20061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1267,643224,2426CC00191,unknown,South Africa,26.09963,-24.9842,WGS84,1094,1100,48.8,1967-12-11,22.9,1967-12-11,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SNDS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -24.9842
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1287,663522,2525BB00096,unknown,South Africa,25.98297,-25.10062,WGS84,1146,1140,18.3,1953-08-31,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.98297 -25.10062
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_12d7,643081,2426CC00048,unknown,South Africa,26.08296,-24.9673,WGS84,1068,1060,60.0,1983-10-17,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08296 -24.9673
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_12fd,663629,2525BB00206,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,32.3,1959-04-16,24.4,1959-04-16,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,NORT",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_131b,643306,2426CC00273,unknown,South Africa,26.0163,-24.76734,WGS84,1096,1100,63.1,1921-02-02,34.4,1921-02-02,0.88,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLCL,QRTZ,SHLE",unknown,unknown,"Volcanic rocks, extrusive",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0163 -24.76734
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_132c,642128,2425DD00002,unknown,South Africa,25.8663,-24.76731,WGS84,1011,1010,72.0,1995-02-12,17.9,1995-02-12,0.5,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.8663 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_136f,663456,2525BB00030,unknown,South Africa,25.88296,-25.05062,WGS84,1079,1080,43.0,1970-10-29,30.5,1970-10-29,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,TUFF",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.88296 -25.05062
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1377,665413,2526AA00216,unknown,South Africa,26.11636,-25.21728,WGS84,1052,1040,63.7,1956-08-27,41.2,1956-08-27,0.01,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.11636 -25.21728
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_1392,663633,2525BB00210,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,51.8,1960-12-13,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLCL,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
