"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","GeositeInfo_ReferenceDatum","GeositeInfo_CoordinateMethod","GeositeInfo_Elevation","GeositeInfo_FarmName","GeositeInfo_FarmNumber","GeositeInfo_Town","GeositeInfo_Portion","GeositeInfo_Village","GeositeInfo_GeositeStatus","GeositeInfo_DateWhenStatusWasObserved","GeositeInfo_MapNumber","GeositeInfo_Province","GeositeInfo_RegistrationDistrict","GeositeInfo_QuaternaryDrainageRegion","GeositeInfo_WaterManagementArea","GeositeInfo_MunicipalDistrictNew","GeositeInfo_HydrogeologicalRegion","GeositeInfo_WaterUserAssociation","GeositeInfo_Geomorphology","GeositeInfo_LandCover","GeositeInfo_TasteOfWater","GeositeInfo_IntendedGeositePurpose","GeositeInfo_ObservedActualWaterUses","GeositeInfo_WaterConsumer","GeositeInfo_SiteSelector"
"Dept Water - Pretoria","2525BD00100","Borehole","-25.48392","25.93299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1260","MATIESVALLEI","0040 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00101","Borehole","-25.48392","25.93299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1260","MATIESVALLEI","0040 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00102","Borehole","-25.48392","25.93299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1260","MATIESVALLEI","0040 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00103","Borehole","-25.48392","25.93299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1260","MATIESVALLEI","0040 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00126","Borehole","-25.48392","25.94633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1260","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00122","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00123","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00124","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00125","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00127","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00128","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00129","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00130","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00131","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00132","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00134","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00135","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00137","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00138","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00139","Borehole","-25.48392","25.96633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00183","Borehole","-25.48078","25.78576","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1440","MOILWAS PTN. KHUNOTSWANA","0901 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,"Fresh",,,,
"Dept Water - Pretoria","2525BD00170","Borehole","-25.48052","25.83299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","MOILWAS PTN. KHUNOTSWANA","0900 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525BD00169","Borehole","-25.48050","25.83498","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","MOILWAS IKALAFENG ","0900 ",,"KHUNOTSWANA",,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525BD00168","Borehole","-25.47974","25.81111","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","MOILWAS IKALAFENG ","0900 ",,"KHUNOTSWANA",,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","045360","Borehole","-25.47953","25.85376","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1450","MOILOS","0037 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Exploration",,,
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1410","Moilwas Ikalafeng","0901 ",,,,"In Use: Monitoring","1998-09-01","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Exploration",,,
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1410","Moilwas Ikalafeng","0901 ",,,,"In Use: Monitoring","2015-03-03","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Exploration",,,
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1410","Moilwas Ikalafeng","0901 ",,,,"In Use: Monitoring","2018-06-06","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Exploration",,,
"Dept Water - Pretoria","020239","Borehole","-25.47448","25.95799","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","WELBEDACHT","0039 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","08-71229","Borehole","-25.47294","25.79253","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1403","MOILWA PTN. DINOKANA","0901 ",,,,"In Use: Unknown","2015-08-25","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Production (Water Supply)","Agriculture, Irrigation, Stock Watering, Domestic, Bulk Water Supply, Gardening",,
"Dept Water - Pretoria","2525BC00035","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00036","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00037","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWAS ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00038","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00039","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00040","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00041","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00042","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00043","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00044","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00045","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00046","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525BC00047","Borehole","-25.46726","25.66632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1380","MOILWA ","0901 ",,"MATLHASE",,,"","2525BC","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Highveld",,,,,,,,
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1425","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","1997-09-15","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1425","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","2525BD00160","Borehole","-25.46721","25.82178","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1425","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2018-06-06","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","08-71144","Borehole","-25.46718","25.82164","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1422","Moilwa","0901","Zeerust",,"Dinokana","In Use: Monitoring","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","08-71144","Borehole","-25.46718","25.82164","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1422","Moilwa","0901","Zeerust",,"Dinokana","In Use: Monitoring","2016-12-01","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","08-71144","Borehole","-25.46718","25.82164","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1422","Moilwa","0901","Zeerust",,"Dinokana","In Use: Monitoring","2018-06-06","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1419","MOILWA PTN DINOKANA","0901 ","ZEERUST",,"DINOKANA","In Use: Unknown","1997-10-01","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","045352","Borehole","-25.46717","25.82174","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1419","MOILWA PTN DINOKANA","0901 ","ZEERUST",,"DINOKANA","Unused: Dry - Unknown","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1416","MOILWA PTN DINOKANA","0901 ","ZEERUST",,"DINOKANA","In Use: Unknown","1998-05-29","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1416","MOILWA PTN DINOKANA","0901 ","ZEERUST",,"DINOKANA","In Use: Unknown","2015-03-03","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1416","MOILWA PTN DINOKANA","0901 ","ZEERUST",,"DINOKANA","In Use: Unknown","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - Pretoria","045365AA","Borehole","-25.46503","25.80631","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","MOILWAS IKALAFENG","0901 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1430","MOILOS PTN. DINOKANA","0037 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Production (Water Supply)","Agriculture",,
"Dept Water - Pretoria","045359A","Borehole","-25.46447","25.80742","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","MOILWAS IKALAFENG","0901 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1419","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","1997-11-10","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1419","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2015-03-03","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1419","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1419","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2018-06-06","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","1998-05-25","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2015-03-03","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","Moilwa","0901 ","Zeerust",,"Dinokana","In Use: Monitoring","2018-06-06","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration, Monitoring",,,
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1399","Moilwa","0901","Zeerust",,"Dinokana","In Use: Monitoring","2015-03-04","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1399","Moilwa","0901","Zeerust",,"Dinokana","In Use: Monitoring","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1399","Moilwa","0901","Zeerust",,"Dinokana","In Use: Monitoring","2018-06-06","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1399","Moilwa","0901","Zeerust",,"Dinokana","In Use: Unknown","2010-11-25","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - Pretoria","2525BD00039","Borehole","-25.46281","25.76382","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","MOLOPO (RATSHIDI","0901 ",,"LOKUNG",,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Monitoring","Domestic",,
"Dept Water - North West","08-71949","Borehole","-25.46239","25.96861","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1307",,,"ZEERUST",,"NTSWELETSOKU","In Use: Production","2018-06-13",,"North West",,"A10A","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Thicket and Bushland  (etc.)",,,,,
"Dept Water - North West","08-71143","Borehole","-25.45906","25.80677","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1410","MOILWA PTN DINOKANA","0901","ZEERUST",,"DINOKANA","Unused: Irrepairably Destroyed","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Exploration",,,
"Dept Water - Pretoria","2525BD00199","Spring","-25.45799","25.85265","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1340","MOILWAS PTN. DINOKANA UPPER","00900",,,,"In Use: Unknown","2007-11-17","2525BD","North West","JO","A10A","Crocodile (West) and Marico",,,,,,,,,,
"Dept Water - North West","08-71139","Borehole","-25.45370","25.78527","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1403","MOILWA PTN DINOKANA","0901 ","ZEERUST",,"DINOKANA","Unused: Dry - Unknown","2015-08-25","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Monitoring",,,
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1200","RYKVOORBY","0096 ",,,,,"","2526AC","North West","JP","A31E","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2526AC00255","Borehole","-25.45060","26.08301","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1200","RYKVOORBY","0096 ",,,,,"","2526AC","North West","JP","A31E","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00026","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
